X,Y
0.0,1.0248357076505616
0.20408163265306123,0.9550534215440766
0.40816326530612246,0.9577642368416223
0.6122448979591837,0.9663359961650868
0.8163265306122449,0.8446201239021082
1.0204081632653061,0.8120519186661417
1.2244897959183674,0.8713890907703941
1.4285714285714286,0.8006614672475991
1.6326530612244898,0.7098235691479929
1.836734693877551,0.7325355283743181
2.0408163265306123,0.6554076207673859
2.2448979591836737,0.6294833948396731
2.4489795918367347,0.6400409619398187
2.6530612244897958,0.5083960575841177
2.857142857142857,0.4948397420421684
3.0612244897959187,0.5308706161354956
3.2653061224489797,0.48708335722368773
3.4693877551020407,0.532985792837084
3.673469387755102,0.45219857423651705
3.8775510204081636,0.40805919976221294
4.081632653061225,0.533751226447845
4.285714285714286,0.4316667962302254
4.4897959183673475,0.42948492975720237
4.6938775510204085,0.33866477004240964
4.8979591836734695,0.367093084582116
5.1020408163265305,0.38486133030784186
5.3061224489795915,0.3073388890762129
5.510204081632653,0.36979552936032695
5.714285714285714,0.3076285791591917
5.918367346938775,0.31023346114468187
6.122448979591837,0.2823788913378067
6.326530612244898,0.39319406587265193
6.530612244897959,0.28847322108250856
6.73469387755102,0.22526526178110534
6.938775510204081,0.30869904306541945
7.142857142857143,0.1963529595540169
7.346938775510204,0.2580487188284043
7.551020408163265,0.14020476143721755
7.755102040816327,0.1627198642464785
7.959183673469388,0.23025767562314695
8.16326530612245,0.248954833723587
8.36734693877551,0.21253564751246415
8.571428571428571,0.19042725942248195
8.775510204081632,0.1736919749465325
8.979591836734695,0.10764237089154632
9.183673469387756,0.13867060037357828
9.387755102040817,0.14498785809041723
9.591836734693878,0.21448554996585262
9.795918367346939,0.17266304195725585
10.0,0.061416611454498365
